Timestamp,Sensor1-L,Sensor2-L,Sensor3-L,Sensor4-L,Sensor5-L,Mean,Label
17:52.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
17:53.4,9.9918,0.81496,0.60756,0.61244,1.21512,2.648376,2
17:54.4,9.9918,9.9918,2.55468,7.97392,9.9918,8.1008,2
17:55.4,9.9918,9.9918,9.9918,9.9918,5.26308,9.046056,2
17:56.4,9.9918,0.5734,0.26596,0.74176,5.19232,3.353048,2
17:57.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
17:58.4,9.9918,0.3294,0.64172,0.42944,1.66896,2.612264,2
17:59.5,9.9918,1.78852,0.45628,1.52988,7.20044,4.193384,2
18:00.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:01.5,9.9918,0.63684,0.40504,0.74176,5.7462,3.504328,2
18:02.5,9.9918,9.9918,0.6588,9.9918,9.9918,8.1252,2
18:03.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:04.4,9.9918,0.89792,0.3904,0.71004,5.45096,3.488224,2
18:05.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:06.5,9.9918,9.9918,9.9918,2.69376,2.69376,7.072584,2
18:07.4,9.9918,0.62952,0.46604,0.49776,1.61284,2.639592,2
18:08.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:09.5,9.9918,0.81984,0.80764,0.78324,1.92028,2.86456,2
18:10.5,9.9918,1.33224,0.4026,0.83204,1.66652,2.84504,2
18:11.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:12.5,9.9918,0.53436,0.62952,0.42944,1.1346,2.543944,2
18:13.4,9.9918,5.9414,0.68808,9.9918,9.9918,7.320976,2
18:14.5,9.9918,2.928,5.8316,2.69376,4.1114,5.111312,2
18:15.4,9.9918,6.59776,0.95648,1.16876,6.04632,4.952224,2
18:16.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:17.5,9.9918,0.84668,0.35136,0.92476,6.0146,3.62584,2
18:18.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:19.4,9.9918,2.02764,0.31476,2.54492,9.9918,4.974184,2
18:20.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:21.5,9.9918,1.28832,0.50508,0.94428,3.04512,3.15492,2
18:22.5,9.9918,2.99876,0.56852,3.71612,9.9918,5.4534,2
18:23.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:24.4,9.9918,1.99104,0.37576,1.27124,6.49772,4.025512,2
18:25.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:26.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:27.5,9.9918,0.89548,0.42944,0.83204,5.34848,3.499448,2
18:28.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:29.5,9.9918,1.03212,9.9918,0.33428,0.39772,4.349544,2
18:30.5,9.9918,2.23016,0.51484,1.60064,6.20736,4.10896,2
18:31.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:32.5,9.9918,9.9918,9.9918,5.59248,2.54248,7.622072,2
18:33.5,9.9918,0.671,0.39284,0.66368,2.27896,2.799656,2
18:34.5,9.9918,9.9918,0.8418,9.9918,9.9918,8.1618,2
18:35.5,9.9918,1.99104,9.9918,1.34444,1.87636,5.039088,2
18:36.5,9.9918,2.1716,0.50752,0.8662,1.74216,3.055856,2
18:37.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:38.5,9.9918,2.51564,9.9918,0.83204,0.88328,4.842912,2
18:39.5,9.9918,1.34444,0.42212,1.52256,7.06136,4.068456,2
18:40.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:41.5,9.9918,9.9918,9.9918,1.83488,1.91296,6.744648,2
18:42.5,9.9918,1.38836,0.43188,1.46888,7.2224,4.100664,2
18:43.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:44.5,9.9918,9.9918,9.9918,4.83364,1.8422,7.330248,2
18:45.5,9.9918,1.14924,0.39772,1.19316,7.0516,3.956704,2
18:46.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:47.5,9.9918,2.91824,9.9918,0.5612,0.81984,4.856576,2
18:48.5,9.9918,1.0126,0.36112,0.976,5.62176,3.592656,2
18:49.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:50.5,9.9918,0.54656,0.50508,0.66856,4.92636,3.327672,2
18:51.5,9.9918,9.9918,0.7442,9.9918,9.9918,8.14228,2
18:52.5,9.9918,0.60268,1.87636,0.50752,1.04188,2.804048,2
18:53.5,9.9918,6.03412,0.45384,4.06016,9.9918,6.106344,2
18:54.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:55.5,9.9918,0.85888,0.35136,0.83204,7.60792,3.9284,2
18:56.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
18:57.5,9.9918,9.9918,9.9918,9.9918,5.78524,9.150488,2
18:58.5,9.9918,0.92232,0.38552,0.78324,5.50708,3.517992,2
18:59.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:00.5,9.9918,1.22732,9.9918,0.55632,0.42944,4.439336,2
19:01.5,9.9918,1.4152,0.37332,1.16876,6.96376,3.982568,2
19:02.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:03.5,9.9918,0.7076,0.57584,0.671,2.33752,2.856752,2
19:04.5,9.9918,2.87432,0.42944,1.4762,2.4766,3.449672,2
19:05.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:06.5,9.9918,1.02968,0.61244,0.84668,6.466,3.78932,2
19:07.5,9.9918,1.57136,0.38064,1.89832,9.04508,4.57744,2
19:08.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:09.5,9.9918,0.67588,0.5612,0.58316,1.93736,2.74988,2
19:10.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:11.5,9.9918,0.55876,9.9918,0.47092,0.5856,4.319776,2
19:12.5,9.9918,1.13216,0.35136,1.19316,7.5762,4.048936,2
19:13.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:14.5,9.9918,0.83692,9.9918,0.35868,0.50508,4.336856,2
19:15.5,9.9918,1.58844,0.53436,0.97356,3.95036,3.407704,2
19:16.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:17.5,9.9918,0.50508,1.19804,0.28792,0.99064,2.594696,2
19:18.5,9.9918,1.52012,0.36112,1.99104,9.44036,4.660888,2
19:19.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:20.5,9.9918,0.83692,0.47336,0.68808,3.48188,3.094408,2
19:21.5,9.9918,1.83488,0.35136,1.68116,5.90968,3.953776,2
19:22.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:23.5,9.9918,0.81984,0.47824,0.81984,6.48796,3.719536,2
19:24.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:25.5,9.9918,1.87148,1.21756,1.04188,2.77184,3.378912,2
19:26.5,9.9918,8.94016,1.32492,1.84708,3.59656,5.140104,2
19:27.6,9.9918,1.2444,9.9918,1.16144,0.78812,4.635512,2
19:28.5,9.9918,0.5856,0.18544,0.83692,9.32324,4.1846,2
19:29.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:30.6,9.9918,0.366,6.87592,0.1952,0.4758,3.580944,2
19:31.5,9.9918,1.49572,0.4148,1.2444,6.95156,4.019656,2
19:32.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:33.5,9.9918,0.42944,1.64212,0.27328,0.88572,2.644472,2
19:34.6,9.9918,0.89792,0.50996,0.81496,1.90564,2.824056,2
19:35.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:36.6,9.9918,0.244,9.9918,0.1586,0.25132,4.127504,2
19:37.6,9.9918,1.24196,0.42944,1.403,7.54692,4.122624,2
19:38.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:39.5,9.9918,0.5856,5.22892,0.35136,0.35136,3.301808,2
19:40.6,9.9918,3.69416,0.47092,1.27368,6.71488,4.429088,2
19:41.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:42.5,9.9918,0.5856,0.22204,3.8918,9.9918,4.936608,2
19:43.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:44.5,9.9918,0.59292,9.9918,0.48556,0.51972,4.31636,2
19:45.5,9.9918,2.3546,0.61488,0.98332,3.04756,3.398432,2
19:46.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:47.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:48.5,9.9918,1.342,0.6344,0.7442,3.06952,3.156384,2
19:49.6,9.9918,9.9918,2.42536,9.9918,9.9918,8.478512,2
19:50.6,9.9918,9.9918,9.9918,9.9918,3.71368,8.736176,2
19:51.5,9.9918,1.40788,0.50264,0.7686,2.16916,2.968016,2
19:52.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:53.6,9.9918,3.59168,9.9918,0.63928,0.86376,5.015664,2
19:54.5,9.9918,0.96136,0.37576,0.66612,2.01788,2.802584,2
19:55.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:56.6,9.9918,0.64172,0.47824,0.89548,3.721,3.145648,2
19:57.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:58.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
19:59.6,9.9918,0.93696,0.58072,0.60268,2.43512,2.909456,2
20:00.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,2
20:01.6,9.9918,9.9918,9.9918,1.21756,0.976,6.433792,2
20:02.6,9.9918,1.90564,0.427,0.74664,2.57664,3.129544,2
20:03.6,9.9918,9.9918,1.65676,9.9918,9.9918,8.324792,2
