Timestamp,Sensor1-L,Sensor2-L,Sensor3-L,Sensor4-L,Sensor5-L,Mean,Label,,,,,,,,MIN,MAX,MEAN,,MAX MEAN,MAX MAX
58:02.8,2.84504,0.92232,0.84424,1.01992,5.00932,2.128168,3,,7.14676,9.06948,9.14756,8.97188,4.98248,,4.98248,9.14756,7.863632,,,
58:03.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:04.8,9.9918,0.50996,9.9918,0.21228,0.40748,4.222664,3,,0,9.48184,0,9.77952,9.58432,,0,9.77952,5.769136,,,
58:05.7,2.81088,1.1468,1.2444,1.5006,4.8068,2.301896,3,,7.18092,8.845,8.7474,8.4912,5.185,,5.185,8.845,7.689904,,,
58:06.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:07.8,9.9918,0.183,9.9918,0.12444,0.183,4.094808,3,,0,9.8088,0,9.86736,9.8088,,0,9.86736,5.896992,,,
58:08.8,2.98412,1.05408,0.81496,1.7812,7.18336,2.763544,3,,7.00768,8.93772,9.17684,8.2106,2.80844,,2.80844,9.17684,7.228256,,,
58:09.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:10.8,9.9918,0.22204,9.9918,0.11712,0.2806,4.120672,3,,0,9.76976,0,9.87468,9.7112,,0,9.87468,5.871128,,,
58:11.8,2.806,0.94916,0.73688,1.281,4.6726,2.089128,3,,7.1858,9.04264,9.25492,8.7108,5.3192,,5.3192,9.25492,7.902672,,,
58:12.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:13.8,2.7572,2.01544,1.94224,1.3664,4.60672,2.5376,3,,7.2346,7.97636,8.04956,8.6254,5.38508,,5.38508,8.6254,7.4542,,,
58:14.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:15.8,3.111,0.46604,1.21756,0.45384,1.28832,1.307352,3,,6.8808,9.52576,8.77424,9.53796,8.70348,,6.8808,9.53796,8.684448,,,
58:16.8,3.70392,9.9918,9.9918,9.9918,9.9918,8.734224,3,,6.28788,0,0,0,0,,0,6.28788,1.257576,,,
58:17.8,9.9918,0.0976,1.7568,0.20252,0.42944,2.495632,3,,0,9.8942,8.235,9.78928,9.56236,,0,9.8942,7.496168,,,
58:18.8,2.9646,1.56892,1.61284,5.19232,5.734,3.414536,3,,7.0272,8.42288,8.37896,4.79948,4.2578,,4.2578,8.42288,6.577264,,,
58:19.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:20.8,2.71572,0.71004,1.09556,0.77836,3.111,1.682136,3,,7.27608,9.28176,8.89624,9.21344,6.8808,,6.8808,9.28176,8.309664,,,
58:21.8,3.782,9.9918,9.9918,9.9918,9.9918,8.74984,3,,6.2098,0,0,0,0,,0,6.2098,1.24196,,,
58:22.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:23.8,2.67912,0.70272,1.39568,0.67832,1.70312,1.431792,3,,7.31268,9.28908,8.59612,9.31348,8.28868,,7.31268,9.31348,8.560008,,,
58:24.8,5.88284,9.9918,9.9918,9.9918,9.9918,9.170008,3,,4.10896,0,0,0,0,,0,4.10896,0.821792,,,
58:25.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:26.8,2.69132,0.75884,1.11996,0.74908,2.7206,1.60796,3,,7.30048,9.23296,8.87184,9.24272,7.2712,,7.2712,9.24272,8.38384,,,
58:27.8,3.53068,9.9918,5.84136,9.9918,9.9918,7.869488,3,,6.46112,0,4.15044,0,0,,0,6.46112,2.122312,,,
58:28.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:29.8,2.7328,1.13216,1.09312,1.15168,4.11384,2.04472,3,,7.259,8.85964,8.89868,8.84012,5.87796,,5.87796,8.89868,7.94708,,,
58:30.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:31.8,2.79868,1.15656,2.10816,0.91256,4.46276,2.287744,3,,7.19312,8.83524,7.88364,9.07924,5.52904,,5.52904,9.07924,7.704056,,,
58:32.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:33.8,2.7938,0.89548,1.14192,0.91744,4.95564,2.140856,3,,7.198,9.09632,8.84988,9.07436,5.03616,,5.03616,9.09632,7.850944,,,
58:34.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:35.8,9.9918,9.9918,9.9918,3.30864,1.75192,7.007192,3,,0,0,0,6.68316,8.23988,,0,8.23988,2.984608,,,
58:36.8,2.745,0.86376,1.21512,0.74664,3.22812,1.759728,3,,7.2468,9.12804,8.77668,9.24516,6.76368,,6.76368,9.24516,8.232072,,,
58:37.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:38.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:39.8,2.6962,0.915,1.3664,0.94916,3.24032,1.833416,3,,7.2956,9.0768,8.6254,9.04264,6.75148,,6.75148,9.0768,8.158384,,,
58:40.8,3.55264,9.9918,9.9918,9.9918,9.9918,8.703968,3,,6.43916,0,0,0,0,,0,6.43916,1.287832,,,
58:41.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:42.8,2.77916,0.99064,1.53964,1.11752,4.95808,2.277008,3,,7.21264,9.00116,8.45216,8.87428,5.03372,,5.03372,9.00116,7.714792,,,
58:43.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:44.8,2.77916,0.88328,4.10652,0.75396,1.51524,2.007632,3,,7.21264,9.10852,5.88528,9.23784,8.47656,,5.88528,9.23784,7.984168,,,
58:45.8,2.78648,1.29564,2.77428,1.02724,3.55264,2.287256,3,,7.20532,8.69616,7.21752,8.96456,6.43916,,6.43916,8.96456,7.704544,,,
58:46.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:47.8,2.72792,0.976,1.07848,1.03212,4.19436,2.001776,3,,7.26388,9.0158,8.91332,8.95968,5.79744,,5.79744,9.0158,7.990024,,,
58:48.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:49.8,2.72792,0.69784,0.98332,0.60756,3.3062,1.664568,3,,7.26388,9.29396,9.00848,9.38424,6.6856,,6.6856,9.38424,8.327232,,,
58:50.8,3.54532,9.9918,1.09068,9.9918,9.9918,6.92228,3,,6.44648,0,8.90112,0,0,,0,8.90112,3.06952,,,
58:51.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:52.8,3.17932,0.60024,1.93736,0.41724,1.22732,1.472296,3,,6.81248,9.39156,8.05444,9.57456,8.76448,,6.81248,9.57456,8.519504,,,
58:53.8,2.96948,1.33468,1.51768,2.46684,6.4294,2.943616,3,,7.02232,8.65712,8.47412,7.52496,3.5624,,3.5624,8.65712,7.048184,,,
58:54.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:55.8,5.97068,0.28304,1.20536,0.2806,0.88084,1.724104,3,,4.02112,9.70876,8.78644,9.7112,9.11096,,4.02112,9.7112,8.267696,,,
58:56.8,3.34524,4.59208,1.12484,9.9918,9.9918,5.809152,3,,6.64656,5.39972,8.86696,0,0,,0,8.86696,4.182648,,,
58:57.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:58.8,2.6718,0.51484,0.94428,0.62708,1.20292,1.192184,3,,7.32,9.47696,9.04752,9.36472,8.78888,,7.32,9.47696,8.799616,,,
58:59.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
59:00.8,2.64008,0.55144,1.3664,0.53924,1.09312,1.238056,3,,7.35172,9.44036,8.6254,9.45256,8.89868,,7.35172,9.45256,8.753744,,,
59:01.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
59:02.8,9.9918,0.4636,9.9918,0.6222,0.59292,4.332464,3,,0,9.5282,0,9.3696,9.39888,,0,9.5282,5.659336,,,
59:03.9,2.6962,0.74908,2.1594,0.7564,2.63276,1.798768,3,,7.2956,9.24272,7.8324,9.2354,7.35904,,7.2956,9.24272,8.193032,,,
59:04.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
59:05.8,9.9918,0.32696,9.9918,0.29036,0.2074,4.161664,3,,0,9.66484,0,9.70144,9.7844,,0,9.7844,5.830136,,,
59:06.8,2.71084,0.67832,0.81984,0.77836,2.80844,1.55916,3,,7.28096,9.31348,9.17196,9.21344,7.18336,,7.18336,9.31348,8.43264,,,
59:07.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
59:08.8,9.9918,0.2806,1.8788,0.20252,0.5124,2.573224,3,,0,9.7112,8.113,9.78928,9.4794,,0,9.78928,7.418576,,,
59:09.8,2.8914,0.95892,1.13216,1.11996,5.22404,2.265296,3,,7.1004,9.03288,8.85964,8.87184,4.76776,,4.76776,9.03288,7.726504,,,
59:10.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
59:11.8,2.7694,0.95892,1.33468,0.95404,4.78484,2.160376,3,,7.2224,9.03288,8.65712,9.03776,5.20696,,5.20696,9.03776,7.831424,,,
59:12.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
59:13.8,2.61568,0.8906,1.14924,0.74176,1.64456,1.408368,3,,7.37612,9.1012,8.84256,9.25004,8.34724,,7.37612,9.25004,8.583432,,,
59:14.8,4.58476,9.9918,9.9918,9.9918,9.9918,8.910392,3,,5.40704,0,0,0,0,,0,5.40704,1.081408,,,
59:15.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
59:16.8,2.7694,0.91988,1.098,0.76616,4.71164,2.053016,3,,7.2224,9.07192,8.8938,9.22564,5.28016,,5.28016,9.22564,7.938784,,,
59:17.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
59:18.8,2.70108,0.5002,0.92476,0.5856,1.46644,1.235616,3,,7.29072,9.4916,9.06704,9.4062,8.52536,,7.29072,9.4916,8.756184,,,
59:19.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
59:20.8,9.9918,0.26596,1.79828,0.20496,0.49532,2.551264,3,,0,9.72584,8.19352,9.78684,9.49648,,0,9.78684,7.440536,,,
59:21.8,3.3916,2.21064,1.40544,6.68804,9.9918,4.737504,3,,6.6002,7.78116,8.58636,3.30376,0,,0,8.58636,5.254296,,,
59:22.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
59:23.8,2.81576,0.88328,0.93696,0.78812,4.95808,2.07644,3,,7.17604,9.10852,9.05484,9.20368,5.03372,,5.03372,9.20368,7.91536,,,
59:24.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
59:25.8,9.9918,9.9918,9.9918,4.10164,2.38388,7.292184,3,,0,0,0,5.89016,7.60792,,0,7.60792,2.699616,,,
59:26.8,2.9524,1.05652,0.79056,1.18096,7.19068,2.634224,3,,7.0394,8.93528,9.20124,8.81084,2.80112,,2.80112,9.20124,7.357576,,,
59:27.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
